Time,Marker1Freq
2023-12-25 17:09:38.928816,"323701868
"
2023-12-25 17:09:39.428845,"323701868
"
2023-12-25 17:09:39.928873,"323701868
"
2023-12-25 17:09:40.428902,"323701868
"
2023-12-25 17:09:40.928930,"323701868
"
2023-12-25 17:09:41.428959,"323701868
"
2023-12-25 17:09:41.928988,"323701868
"
2023-12-25 17:09:42.429016,"323701868
"
2023-12-25 17:09:42.929045,"323701868
"
2023-12-25 17:09:43.429073,"323701868
"
2023-12-25 17:09:43.929102,"323701868
"
2023-12-25 17:09:44.429131,"323701868
"
2023-12-25 17:09:44.929159,"323701868
"
2023-12-25 17:09:45.429188,"323701868
"
2023-12-25 17:09:45.929216,"323703708
"
2023-12-25 17:09:46.429245,"323703708
"
2023-12-25 17:09:46.929274,"323703708
"
2023-12-25 17:09:47.429302,"323703708
"
2023-12-25 17:09:47.929331,"323703708
"
2023-12-25 17:09:48.429359,"323703708
"
2023-12-25 17:09:48.929388,"323703708
"
2023-12-25 17:09:49.429417,"323703708
"
2023-12-25 17:09:49.929445,"323703708
"
2023-12-25 17:09:50.429474,"323703708
"
2023-12-25 17:09:50.929502,"323703708
"
2023-12-25 17:09:51.429531,"323703708
"
2023-12-25 17:09:51.929560,"323703708
"
2023-12-25 17:09:52.429588,"323703708
"
2023-12-25 17:09:52.929617,"323703708
"
2023-12-25 17:09:53.429645,"323703708
"
2023-12-25 17:09:53.929674,"323703708
"
2023-12-25 17:09:54.429703,"323703708
"
2023-12-25 17:09:54.929731,"323703708
"
2023-12-25 17:09:55.429760,"323703708
"
2023-12-25 17:09:55.929788,"323703708
"
2023-12-25 17:09:56.429817,"323703708
"
2023-12-25 17:09:56.929846,"323703708
"
2023-12-25 17:09:57.429874,"323703708
"
2023-12-25 17:09:57.929903,"323703708
"
2023-12-25 17:09:58.429931,"323703708
"
2023-12-25 17:09:58.929960,"323703708
"
2023-12-25 17:09:59.429989,"323703708
"
2023-12-25 17:09:59.930017,"323703708
"
2023-12-25 17:10:00.430046,"323703708
"
2023-12-25 17:10:00.930074,"323703708
"
2023-12-25 17:10:01.430103,"323705168
"
2023-12-25 17:10:01.930132,"323705168
"
2023-12-25 17:10:02.431160,"323705168
"
2023-12-25 17:10:02.932189,"323705168
"
2023-12-25 17:10:03.432217,"323705168
"
2023-12-25 17:10:03.932246,"323705168
"
2023-12-25 17:10:04.432275,"323705168
"
2023-12-25 17:10:04.932303,"323705168
"
2023-12-25 17:10:05.432332,"323705168
"
2023-12-25 17:10:05.932360,"323705168
"
2023-12-25 17:10:06.432389,"323705168
"
2023-12-25 17:10:06.933418,"323705168
"
2023-12-25 17:10:07.433446,"323705168
"
2023-12-25 17:10:07.933475,"323705168
"
2023-12-25 17:10:08.433504,"323705168
"
2023-12-25 17:10:08.933532,"323705168
"
2023-12-25 17:10:09.433561,"323705168
"
2023-12-25 17:10:09.933589,"323705168
"
2023-12-25 17:10:10.433618,"323705168
"
2023-12-25 17:10:10.933647,"323705168
"
2023-12-25 17:10:11.433675,"323705168
"
2023-12-25 17:10:11.933704,"323705168
"
2023-12-25 17:10:12.433732,"323705168
"
2023-12-25 17:10:12.933761,"323705168
"
2023-12-25 17:10:13.433790,"323705168
"
2023-12-25 17:10:13.933818,"323705168
"
2023-12-25 17:10:14.433847,"323705168
"
2023-12-25 17:10:14.933875,"323705168
"
2023-12-25 17:10:15.433904,"323705168
"
2023-12-25 17:10:15.933933,"323705168
"
2023-12-25 17:10:16.433961,"323705168
"
2023-12-25 17:10:16.933990,"323702088
"
2023-12-25 17:10:17.434018,"323702088
"
2023-12-25 17:10:17.934047,"323702088
"
2023-12-25 17:10:18.434076,"323702088
"
2023-12-25 17:10:18.935104,"323702088
"
2023-12-25 17:10:19.435133,"323702088
"
2023-12-25 17:10:19.935161,"323702088
"
2023-12-25 17:10:20.435190,"323702088
"
2023-12-25 17:10:20.935219,"323702088
"
2023-12-25 17:10:21.435247,"323702088
"
2023-12-25 17:10:21.935276,"323702088
"
2023-12-25 17:10:22.435304,"323702088
"
2023-12-25 17:10:22.936333,"323702088
"
2023-12-25 17:10:23.437362,"323702088
"
2023-12-25 17:10:23.937390,"323702088
"
2023-12-25 17:10:24.437419,"323702088
"
2023-12-25 17:10:24.937447,"323702088
"
2023-12-25 17:10:25.437476,"323702088
"
2023-12-25 17:10:25.937505,"323702088
"
2023-12-25 17:10:26.437533,"323702088
"
2023-12-25 17:10:26.937562,"323702088
"
2023-12-25 17:10:27.437590,"323702088
"
2023-12-25 17:10:27.937619,"323702088
"
2023-12-25 17:10:28.437648,"323702088
"
2023-12-25 17:10:28.937676,"323702088
"
2023-12-25 17:10:29.438705,"323702088
"
2023-12-25 17:10:29.938734,"323702088
"
2023-12-25 17:10:30.438762,"323702088
"
2023-12-25 17:10:30.938791,"323702088
"
2023-12-25 17:10:31.438819,"323702088
"
2023-12-25 17:10:31.938848,"323702088
"
2023-12-25 17:10:32.438877,"323702528
"
2023-12-25 17:10:32.938905,"323702528
"
2023-12-25 17:10:33.438934,"323702528
"
2023-12-25 17:10:33.938962,"323702528
"
2023-12-25 17:10:34.438991,"323702528
"
2023-12-25 17:10:34.939020,"323702528
"
2023-12-25 17:10:35.439048,"323702528
"
2023-12-25 17:10:35.939077,"323702528
"
2023-12-25 17:10:36.439105,"323702528
"
2023-12-25 17:10:36.939134,"323702528
"
2023-12-25 17:10:37.439163,"323702528
"
2023-12-25 17:10:37.939191,"323702528
"
2023-12-25 17:10:38.440220,"323702528
"
2023-12-25 17:10:38.940248,"323702528
"
2023-12-25 17:10:39.440277,"323702528
"
2023-12-25 17:10:39.940306,"323702528
"
2023-12-25 17:10:40.440334,"323702528
"
2023-12-25 17:10:40.940363,"323702528
"
2023-12-25 17:10:41.440391,"323702528
"
2023-12-25 17:10:41.940420,"323702528
"
2023-12-25 17:10:42.440449,"323702528
"
2023-12-25 17:10:42.940477,"323702528
"
2023-12-25 17:10:43.440506,"323702528
"
2023-12-25 17:10:43.940534,"323702528
"
2023-12-25 17:10:44.440563,"323702528
"
2023-12-25 17:10:44.940592,"323702528
"
2023-12-25 17:10:45.440620,"323702528
"
2023-12-25 17:10:45.940649,"323702528
"
2023-12-25 17:10:46.440677,"323702528
"
2023-12-25 17:10:46.940706,"323702528
"
2023-12-25 17:10:47.440735,"323702528
"
2023-12-25 17:10:47.940763,"323702528
"
2023-12-25 17:10:48.440792,"323701168
"
2023-12-25 17:10:48.940820,"323701168
"
2023-12-25 17:10:49.440849,"323701168
"
2023-12-25 17:10:49.940878,"323701168
"
2023-12-25 17:10:50.441906,"323701168
"
2023-12-25 17:10:50.941935,"323701168
"
2023-12-25 17:10:51.441963,"323701168
"
2023-12-25 17:10:51.941992,"323701168
"
2023-12-25 17:10:52.442021,"323701168
"
2023-12-25 17:10:52.942049,"323701168
"
2023-12-25 17:10:53.442078,"323701168
"
2023-12-25 17:10:53.942106,"323701168
"
2023-12-25 17:10:54.442135,"323701168
"
2023-12-25 17:10:54.942164,"323701168
"
2023-12-25 17:10:55.442192,"323701168
"
2023-12-25 17:10:55.943221,"323701168
"
2023-12-25 17:10:56.443250,"323701168
"
2023-12-25 17:10:56.943278,"323701168
"
2023-12-25 17:10:57.443307,"323701168
"
2023-12-25 17:10:57.943335,"323701168
"
2023-12-25 17:10:58.443364,"323701168
"
2023-12-25 17:10:58.943393,"323701168
"
2023-12-25 17:10:59.443421,"323701168
"
2023-12-25 17:10:59.943450,"323701168
"
2023-12-25 17:11:00.443478,"323701168
"
2023-12-25 17:11:00.943507,"323701168
"
2023-12-25 17:11:01.443536,"323701168
"
2023-12-25 17:11:01.943564,"323701168
"
2023-12-25 17:11:02.443593,"323701168
"
2023-12-25 17:11:02.943621,"323701168
"
2023-12-25 17:11:03.443650,"323701168
"
2023-12-25 17:11:03.943679,"323703128
"
2023-12-25 17:11:04.443707,"323703128
"
2023-12-25 17:11:04.943736,"323703128
"
