Time,Frequency,Amplitude
2024-01-04 19:08:05.600496,"322631000
","-87.6224060059
"
2024-01-04 19:08:05.616972,"324719000
","-84.5674743652
"
2024-01-04 19:08:05.630935,"319784000
","-85.2032012939
"
2024-01-04 19:08:05.647938,"322172000
","-85.912399292
"
2024-01-04 19:08:05.662897,"326937000
","-86.1302032471
"
2024-01-04 19:08:05.678856,"321592000
","-85.7854232788
"
2024-01-04 19:08:05.693813,"326128000
","-83.454284668
"
2024-01-04 19:08:05.709294,"326807000
","-86.5081939697
"
2024-01-04 19:08:05.726257,"328825000
","-86.0870513916
"
2024-01-04 19:08:05.741213,"324679000
","-84.3019332886
"
2024-01-04 19:08:05.757170,"323371000
","-87.5114974976
"
2024-01-04 19:08:05.773126,"327027000
","-86.2356491089
"
2024-01-04 19:08:05.788088,"328585000
","-86.8117904663
"
2024-01-04 19:08:05.804054,"324789000
","-87.1754226685
"
2024-01-04 19:08:05.819530,"327227000
","-86.1379470825
"
2024-01-04 19:08:05.835487,"324210000
","-85.9318389893
"
2024-01-04 19:08:05.851445,"319974000
","-86.982131958
"
2024-01-04 19:08:05.866404,"321832000
","-86.5622940063
"
2024-01-04 19:08:05.882361,"323121000
","-86.6727676392
"
2024-01-04 19:08:05.897330,"319784000
","-86.7097549438
"
